"Superfamily","Family","Scientific Name","TVK","Rank","Red List Status","Red List Supporting Criteria","Synanthropically Present","Endemic","Category Change","National Rarity","Generational Time","% Population Change","Extent of Occurrence","Area of Occupancy","Hectad","Continuing Decline","Severely Fragmented","Presence England","Presence Scotland","Presence Wales","Rationale"
"Pompiloidea","Pompilidae","Agenioideus sericeus: iso. Day: 1988","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NR",1,0.0,7550.0,32.0,7.0,"true","false","true","false","false","The most threatening accepted population decline was inferred at 0% using expert inference (A2). This does not exceed the 30% decline required for qualification as VU. The EoO (7,550 km²) is below the 20,000 km² VU threshold for criterion B1 but does not satisfy sufficient subcriteria to reach a threat status, and the AoO (32 km²) is below the 500 km² EN threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Pompiloidea","Pompilidae","Anoplius caviventris: iso. Day: 1988","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NS",1,0.0,70000.0,172.0,35.0,"true","false","true","false","true","The most threatening accepted population change estimate is 12.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (70,000 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (172 km²) is below the 500 km² EN threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Pompiloidea","Pompilidae","Anoplius concinnus: iso. Day: 1988","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,-3.0,272150.0,644.0,135.0,"true","false","true","true","true","The most threatening accepted population change estimate is -3.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (272,150 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (644 km²) is below the 2,000 km² VU threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Pompiloidea","Pompilidae","Anoplius infuscatus: iso. Day: 1988","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,-27.0,182650.0,1504.0,229.0,"true","false","true","false","true","The most threatening accepted population change estimate is -27.0% (absolute record count), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (182,650 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (1,504 km²) is below the 2,000 km² VU threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Pompiloidea","Pompilidae","Anoplius nigerrimus: iso. Day: 1988","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,0.0,400550.0,4824.0,630.0,"true","false","true","true","true","The most threatening accepted population change estimate is 3.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (400,550 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (4,824 km²) exceeds the 2,000 km² VU threshold for criterion B2 and does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Pompiloidea","Pompilidae","Anoplius viaticus: iso. Day: 1988","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,-26.0,137950.0,1304.0,110.0,"true","false","true","false","true","The most threatening accepted population change estimate is -26.0% (absolute record count), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (137,950 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (1,304 km²) is below the 2,000 km² VU threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Pompiloidea","Pompilidae","Aporinellus sexmaculatus: iso. Wiśniowski: 2009","","Species","NA","","false","false","Non-genuine","",1,"","","","","false","false","false","false","false","

"
"Pompiloidea","Pompilidae","Aporus unicolor: iso. Day: 1988","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NS",1,0.0,99550.0,308.0,53.0,"true","false","true","false","true","The most threatening accepted population decline was inferred at 0% using expert inference (A2). This does not exceed the 30% decline required for qualification as VU. The EoO (99,550 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (308 km²) is below the 500 km² EN threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Pompiloidea","Pompilidae","Arachnospila anceps: iso. Day: 1988","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,-12.0,356150.0,3612.0,482.0,"true","false","true","true","true","The most threatening accepted population change estimate is -12.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (356,150 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (3,612 km²) exceeds the 2,000 km² VU threshold for criterion B2 and does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Pompiloidea","Pompilidae","Arachnospila consobrina: iso. Day: 1988","","Species","VU","B2ab(iii)","false","false","Non-genuine","NR",1,0.0,32650.0,36.0,7.0,"true","false","true","false","true","No assessment was possible under Criterion A due insufficient data. The EoO (32,650 km²) exceeds the 20,000 km² VU threshold for criterion B1 and the AoO (36 km²) is below the 500 km² EN threshold for criterion B2. There are fewer or equal to 5 locations, and continuing/projected decline in extent of occurrence, area of occupancy, number of locations/subpopulations, number of individuals, and area, extent & quality of habitat. For Criterion D2, the number of locations was equal to or fewer than 5, and there is a plausible threat of rapid habitat loss that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

This fossorial (ground digging) spider-hunting wasp has always been very localised on the coastal areas of GB. There are old records for the east and southeast coast, but the v. few modern records are very localised in South Wales - most of the known population exists in one small area which is vulnerable to a single storm surge and as such it has been assessed as VU."
"Pompiloidea","Pompilidae","Arachnospila minutula: iso. Day: 1988","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,"",151450.0,704.0,112.0,"true","false","true","false","true","The most threatening accepted population decline was inferred at 0% using expert inference (A2). This does not exceed the 30% decline required for qualification as VU. The EoO (151,450 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (704 km²) is below the 2,000 km² VU threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Pompiloidea","Pompilidae","Arachnospila rufa: iso. Day: 1988","","Species","RE","A2","false","false","Non-genuine","EX",1,"","","","","false","false","false","false","false","

Although extant in the Channel Islands (out with the geographical scope of this assessment), this large, Spider-hunting wasp has only been recorded twice on the mainland – 2 nearby sites in Dorset in 1934 and 1938 (GM Spooner). With no records since – and given the fact it is not likely to be overlooked on account of its size – it is evaluated as RE."
"Pompiloidea","Pompilidae","Arachnospila spissa: iso. Day: 1988","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,-16.0,280350.0,2096.0,313.0,"true","false","true","true","true","The most threatening accepted population change estimate is -16.0% (tetrad area), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (280,350 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (2,096 km²) exceeds the 2,000 km² VU threshold for criterion B2 and does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Pompiloidea","Pompilidae","Arachnospila trivialis: iso. Day: 1988","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,11.0,155800.0,904.0,143.0,"true","false","true","false","true","The most threatening accepted population change estimate is 11.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (155,800 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (904 km²) is below the 2,000 km² VU threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Pompiloidea","Pompilidae","Arachnospila wesmaeli: iso. Day: 1988","","Species","LC","B1ab
B2ab
D2","false","false","Non-genuine","NS",1,0.0,129850.0,240.0,43.0,"true","false","true","false","true","The most threatening accepted population decline was inferred at 0% using expert inference (A2). This does not exceed the 30% decline required for qualification as VU. The EoO (129,850 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (240 km²) is below the 500 km² EN threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Pompiloidea","Pompilidae","Auplopus carbonarius: iso. Day: 1988","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,0.0,118350.0,1276.0,177.0,"true","false","true","false","true","The most threatening accepted population change estimate is 25.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (118,350 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (1,276 km²) is below the 2,000 km² VU threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Pompiloidea","Pompilidae","Caliadurgus fasciatellus: iso. Day: 1988","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,-12.0,126650.0,1352.0,214.0,"true","false","true","false","true","The most threatening accepted population change estimate is -12.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (126,650 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (1,352 km²) is below the 2,000 km² VU threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Pompiloidea","Pompilidae","Ceropales maculata: iso. Day: 1988","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NS",1,0.0,274900.0,408.0,68.0,"true","false","true","true","true","The most threatening accepted population change estimate is 15.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (274,900 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (408 km²) is below the 500 km² EN threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Pompiloidea","Pompilidae","Ceropales variegata: iso. Day: 1988","","Species","DD","A2bc
A3b
D2","false","false","Non-genuine","NR",1,0.0,1900.0,32.0,5.0,"false","false","true","false","false","Insufficient data were available to reach a supportable conclusion on the threat status for this taxon.

This spider-hunting wasp has always been a rare heathland species with records confined to Dorset, Hampshire and Surrey, though there were no records for it between 1953 and the early 2000's. Incredibly difficult to detect, even if it is readily identified once seen. Modern records predominantly result from one surveyor using flower lures in south England. Further autecological work is required to understand the potential impact of threats. Major wildfires on lowland heathland may be of concern, but the impact and scale of such fires is currently not understood."
"Pompiloidea","Pompilidae","Cryptocheilus notatus: iso. Day: 1988","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NS",1,"",29400.0,416.0,51.0,"true","false","true","false","false","The most threatening accepted population decline was inferred at 0% using expert inference (A2). This does not exceed the 30% decline required for qualification as VU. The EoO (29,400 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (416 km²) is below the 500 km² EN threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Pompiloidea","Pompilidae","Dipogon bifasciatus: iso. Day: 1988","","Species","LC","B1ab
B2ab
D2","false","false","Non-genuine","NR",1,0.0,56550.0,64.0,15.0,"true","false","true","false","false","The most threatening accepted population decline was inferred at 0% using expert inference (A2). This does not exceed the 30% decline required for qualification as VU. The EoO (56,550 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (64 km²) is below the 500 km² EN threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Pompiloidea","Pompilidae","Dipogon subintermedius: iso. Day: 1988","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,15.0,144050.0,1320.0,247.0,"true","false","true","false","true","The most threatening accepted population change estimate is 15.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (144,050 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (1,320 km²) is below the 2,000 km² VU threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Pompiloidea","Pompilidae","Dipogon variegatus: iso. Day: 1988","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,-19.0,225950.0,1340.0,249.0,"true","false","true","true","true","The most threatening accepted population change estimate is -19.0% (tetrad area), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (225,950 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (1,340 km²) is below the 2,000 km² VU threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Pompiloidea","Pompilidae","Episyron gallicum: iso. Wiśniowski: 2009","","Species","NE","","false","false","Non-genuine","",1,"","","","","false","false","false","false","false","

"
"Pompiloidea","Pompilidae","Episyron rufipes: iso. Day: 1988","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,-28.0,203700.0,2300.0,292.0,"true","false","true","false","true","The most threatening accepted population change estimate is -28.0% (absolute record count), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (203,700 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (2,300 km²) exceeds the 2,000 km² VU threshold for criterion B2 and does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Pompiloidea","Pompilidae","Evagetes crassicornis: iso. Day: 1988","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,-3.0,304250.0,2404.0,358.0,"true","false","true","true","true","The most threatening accepted population change estimate is -3.0% (tetrad area), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (304,250 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (2,404 km²) exceeds the 2,000 km² VU threshold for criterion B2 and does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Pompiloidea","Pompilidae","Evagetes dubius: iso. Day: 1988","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NS",1,-4.0,55150.0,464.0,50.0,"true","false","true","false","true","The most threatening accepted population change estimate is -4.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (55,150 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (464 km²) is below the 500 km² EN threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Pompiloidea","Pompilidae","Evagetes pectinipes: iso. Day: 1988","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NS",1,-7.0,17750.0,112.0,24.0,"true","false","true","false","false","The most threatening accepted population change estimate is -7.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (17,750 km²) is below the 20,000 km² VU threshold for criterion B1 but does not satisfy sufficient subcriteria to reach a threat status, and the AoO (112 km²) is below the 500 km² EN threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Pompiloidea","Pompilidae","Evagetes siculus: iso. Day: 1988","","Species","NA","","false","false","Non-genuine","",1,"","","","","false","false","false","false","false","

"
"Pompiloidea","Pompilidae","Homonotus sanguinolentus: iso. Day: 1988","","Species","EN","B1ab(iii)
B2ab(iii)","false","false","Non-genuine","NR",1,0.0,2700.0,44.0,8.0,"true","false","true","false","false","No statistical assessment was possible under Criterion A due insufficient data. Expert inference assessed this taxon as VU under future threat on the basis of peri- and post-assessment targeted surveys of known sites. The EoO (2,700 km²) is below the 5,000 km² EN threshold for criterion B1 and the AoO (44 km²) is below the 500 km² EN threshold for criterion B2. There are fewer or equal to 5 locations, and continuing/projected decline in area, extent & quality of habitat. For Criterion D2, the number of locations was fewer or equal to 5, but there is no plausible threat of rapid habitat loss that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

Records of this highly distinctive spider-hunting wasp are confined to a small number of heathland sites in southern England, with modern records restricted to lowland heath and valley mires in Hampshire and Dorset. It is an elusive species which targets the covered, silken nests of the spider Cheiracanthium erraticum (Clubionidae). Land management practices within the major known locations are proving unfavourable, leading to decline in available habitat."
"Pompiloidea","Pompilidae","Pompilus cinereus: iso. Day: 1988","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,-21.0,251550.0,1724.0,239.0,"true","false","true","true","true","The most threatening accepted population change estimate is -21.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (251,550 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (1,724 km²) is below the 2,000 km² VU threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Pompiloidea","Pompilidae","Priocnemis agilis: iso. Day: 1988","","Species","LC","B1ab
B2ab
D2","false","false","Non-genuine","NS",1,0.0,79600.0,336.0,65.0,"true","false","true","false","false","The most threatening accepted population decline was inferred at 0% using expert inference (A2). This does not exceed the 30% decline required for qualification as VU. The EoO (79,600 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (336 km²) is below the 500 km² EN threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Pompiloidea","Pompilidae","Priocnemis confusor: iso. Wiśniowski: 2009","","Species","LC","B1ab
B2ab
D2","false","false","Non-genuine","NS",1,0.0,110150.0,304.0,59.0,"true","false","true","false","true","The most threatening accepted population decline was inferred at 0% using expert inference (A2). This does not exceed the 30% decline required for qualification as VU. The EoO (110,150 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (304 km²) is below the 500 km² EN threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Pompiloidea","Pompilidae","Priocnemis cordivalvata: iso. Day: 1988","","Species","LC","B1ab
B2ab
D2","false","false","Non-genuine","NS",1,"",105650.0,168.0,39.0,"true","false","true","false","true","The most threatening accepted population decline was inferred at 0% using expert inference (A2). This does not exceed the 30% decline required for qualification as VU. The EoO (105,650 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (168 km²) is below the 500 km² EN threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Pompiloidea","Pompilidae","Priocnemis coriacea: iso. Day: 1988","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NS",1,"",87750.0,384.0,72.0,"true","false","true","false","true","The most threatening accepted population decline was inferred at 0% using expert inference (A2). This does not exceed the 30% decline required for qualification as VU. The EoO (87,750 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (384 km²) is below the 500 km² EN threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Pompiloidea","Pompilidae","Priocnemis exaltata: iso. Day: 1988","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,11.0,262750.0,2072.0,324.0,"true","false","true","true","true","The most threatening accepted population change estimate is 11.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (262,750 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (2,072 km²) exceeds the 2,000 km² VU threshold for criterion B2 and does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Pompiloidea","Pompilidae","Priocnemis fennica: iso. Day: 1988","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,-14.0,142650.0,796.0,144.0,"true","false","true","false","true","The most threatening accepted population change estimate is -14.0% (absolute record count), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (142,650 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (796 km²) is below the 2,000 km² VU threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Pompiloidea","Pompilidae","Priocnemis hyalinata: iso. Day: 1988","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NS",1,"",92600.0,372.0,64.0,"true","false","true","false","true","The most threatening accepted population decline was inferred at 0% using expert inference (A2). This does not exceed the 30% decline required for qualification as VU. The EoO (92,600 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (372 km²) is below the 500 km² EN threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Pompiloidea","Pompilidae","Priocnemis parvula: iso. Day: 1988","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,-27.0,338050.0,1748.0,275.0,"true","false","true","true","true","The most threatening accepted population change estimate is -27.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (338,050 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (1,748 km²) is below the 2,000 km² VU threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
